# Derived from Rime Luna Pinyin; see ATTRIBUTION.md and LICENSE.rime.
〇	〇	ling	50
ㄓ	ㄓ	zhi	50
ㄔ	ㄔ	chi	50
ㄕ	ㄕ	shi	50
ㄖ	ㄖ	ri	50
ㄗ	ㄗ	zi	50
ㄘ	ㄘ	ci	50
ㄙ	ㄙ	si	50
ㄚ	ㄚ	a	50
ㄛ	ㄛ	o	50
ㄜ	ㄜ	e	50
ㄝ	ㄝ	eh	50
ㄞ	ㄞ	ai	50
ㄟ	ㄟ	ei	50
ㄠ	ㄠ	ao	50
ㄡ	ㄡ	ou	50
ㄢ	ㄢ	an	50
ㄣ	ㄣ	en	50
ㄤ	ㄤ	ang	50
ㄥ	ㄥ	eng	50
ㄦ	ㄦ	er	50
ㄧ	ㄧ	yi	50
ㄨ	ㄨ	wu	50
ㄩ	ㄩ	yu	50
㐀	㐀	qiu	50
㐁	㐁	tian	50
㐄	㐄	kua	50
㐅	㐅	wu	50
㐆	㐆	yin	50
㐌	㐌	ta	50
㐖	㐖	ye	50
㐜	㐜	chou	50
㐡	㐡	nuo	50
㐡	㐡	ru	50
㐤	㐤	dan	50
㐤	㐤	qiu	50
㐨	㐨	xu	50
㐩	㐩	xing	50
㐫	㐫	xiong	50
㐬	㐬	liu	50
㐭	㐭	lin	50
㐮	㐮	xiang	50
㐯	㐯	yong	50
㐰	㐰	xin	50
㐱	㐱	zhen	50
㐲	㐲	dai	50
㐳	㐳	wu	50
㐴	㐴	pan	50
㐷	㐷	ma	50
㐸	㐸	ci	50
㐸	㐸	qian	50
㐹	㐹	qi	50
㐹	㐹	yi	50
㐺	㐺	yin	50
㐺	㐺	zhong	50
㐻	㐻	nei	50
㐼	㐼	cheng	50
㐽	㐽	feng	50
㑁	㑁	zhuo	50
㑂	㑂	fang	50
㑃	㑃	ao	50
㑄	㑄	wu	50
㑅	㑅	zuo	50
㑇	㑇	zhou	50
㑈	㑈	dong	50
㑉	㑉	su	50
㑊	㑊	yi	50
㑋	㑋	qiong	50
㑌	㑌	kuang	50
㑍	㑍	lei	50
㑎	㑎	nao	50
㑏	㑏	zhu	50
㑐	㑐	shu	50
㑑	㑑	za	50
㑑	㑑	zan	50
㑔	㑔	xu	50
㑗	㑗	shen	50
㑘	㑘	jie	50
㑙	㑙	die	50
㑚	㑚	nuo	50
㑛	㑛	su	50
㑜	㑜	chi	50
㑜	㑜	yi	50
㑝	㑝	long	50
㑞	㑞	ying	50
㑟	㑟	beng	50
㑣	㑣	lan	50
㑤	㑤	miao	50
㑥	㑥	yi	50
㑦	㑦	li	50
㑧	㑧	ji	50
㑨	㑨	yu	50
㑩	㑩	luo	50
㑪	㑪	chai	50
𫝈	㑮	hun	50
㑔	㑯	xu	50
㑰	㑰	hui	50
㑱	㑱	rao	50
㑇	㑳	zhou	50
㑵	㑵	han	50
㐹	㑶	xi	50
㑷	㑷	tai	50
㑸	㑸	yao	50
㑹	㑹	hui	50
㑺	㑺	jun	50
㑺	㑺	zun	50
㑻	㑻	ma	50
㑼	㑼	lve	50
㑽	㑽	tang	50
㑾	㑾	yao	50
㑿	㑿	zhao	50
㒀	㒀	zha	50
㒀	㒀	zhai	50
㒁	㒁	yu	50
㒂	㒂	zhuo	50
㒃	㒃	er	50
㒄	㒄	ran	50
㒅	㒅	qi	50
㒆	㒆	chi	50
㒇	㒇	wu	50
㒈	㒈	han	50
㒉	㒉	tang	50
㒊	㒊	se	50
㒌	㒌	qiong	50
㒍	㒍	lei	50
㒎	㒎	sa	50
㒑	㒑	hui	50
㒑	㒑	kui	50
㒒	㒒	pu	50
𠉂	㒓	ta	50
㒔	㒔	du	50
㒔	㒔	shu	50
㒔	㒔	tu	50
㒕	㒕	yang	50
㒖	㒖	ou	50
㒗	㒗	tai	50
㒙	㒙	mian	50
㒚	㒚	wen	50
㒚	㒚	yin	50
㒛	㒛	diao	50
㒜	㒜	yu	50
㒝	㒝	mie	50
㒝	㒝	wa	50
㒞	㒞	jun	50
㒟	㒟	niao	50
㒠	㒠	xie	50
㒡	㒡	you	50
㒤	㒤	che	50
㒥	㒥	feng	50
㒦	㒦	lei	50
㒧	㒧	li	50
㒩	㒩	luo	50
㒫	㒫	ji	50
㒯	㒯	ye	50
㒰	㒰	quan	50
㒲	㒲	cai	50
㒳	㒳	liang	50
㒴	㒴	gu	50
㒵	㒵	mao	50
㒷	㒷	gua	50
㒸	㒸	sui	50
㒻	㒻	mao	50
㒼	㒼	man	50
㒽	㒽	quan	50
㒾	㒾	shi	50
㒿	㒿	li	50
㓁	㓁	wang	50
㓂	㓂	kou	50
㓃	㓃	du	50
𪠟	㓄	zhen	50
㓅	㓅	ting	50
㓈	㓈	bing	50
㓉	㓉	huo	50
㓊	㓊	dong	50
㓋	㓋	gong	50
㓌	㓌	cheng	50
㓎	㓎	qin	50
㓏	㓏	jiong	50
㓐	㓐	lu	50
㓑	㓑	xing	50
㓓	㓓	nan	50
㓔	㓔	xie	50
㓖	㓖	bi	50
㓗	㓗	jie	50
㓘	㓘	su	50
㓚	㓚	gong	50
㓜	㓜	you	50
㓝	㓝	xing	50
㓞	㓞	qia	50
㓟	㓟	pi	50
㓠	㓠	dian	50
㓡	㓡	fu	50
㓡	㓡	gua	50
㓢	㓢	luo	50
㓣	㓣	ge	50
㓣	㓣	qia	50
㓤	㓤	qia	50
㓥	㓥	tang	50
㓦	㓦	bai	50
㓧	㓧	gan	50
刾	㓨	ci	50
㓩	㓩	jie	50
㓩	㓩	xuan	50
㓪	㓪	lang	50
㓭	㓭	she	50
㓯	㓯	li	50
㓰	㓰	hua	50
㓱	㓱	shu	50
㓱	㓱	tou	50
㓲	㓲	pian	50
㓳	㓳	di	50
㓴	㓴	ruan	50
㓵	㓵	e	50
㓶	㓶	qie	50
㓷	㓷	yi	50
㓸	㓸	dou	50
㓸	㓸	zhuo	50
㓹	㓹	cui	50
㓹	㓹	ji	50
㓹	㓹	rui	50
㓺	㓺	jian	50
㓺	㓺	qian	50
㓻	㓻	pi	50
㓼	㓼	chi	50
㓽	㓽	chong	50
㓾	㓾	qi	50
㓾	㓾	xi	50
㔀	㔀	lve	50
㔁	㔁	deng	50
㔂	㔂	lin	50
㔃	㔃	jue	50
㔃	㔃	xue	50
㔄	㔄	su	50
㔅	㔅	xiao	50
㔆	㔆	zan	50
㔉	㔉	zhu	50
㔊	㔊	dan	50
㔊	㔊	zhan	50
𪟎	㔋	jian	50
𪟎	㔋	lan	50
㔌	㔌	cou	50
㔌	㔌	zou	50
㔍	㔍	chua	50
㔍	㔍	zha	50
㔎	㔎	xie	50
㔏	㔏	li	50
㔏	㔏	luo	50
㔑	㔑	chi	50
㔒	㔒	xi	50
㔓	㔓	jian	50
㔕	㔕	ji	50
㔗	㔗	bei	50
㔗	㔗	fei	50
㔗	㔗	fu	50
㔘	㔘	chu	50
㔙	㔙	beng	50
㔚	㔚	jie	50
㔜	㔜	ba	50
㔝	㔝	liang	50
㔞	㔞	kuai	50
㔠	㔠	he	50
㔠	㔠	xia	50
㔡	㔡	bie	50
㔢	㔢	jue	50
㔢	㔢	xue	50
㔣	㔣	lei	50
㔤	㔤	xin	50
㔥	㔥	bai	50
㔥	㔥	pi	50
㔦	㔦	yang	50
㔧	㔧	lv	50
㔨	㔨	bei	50
㔩	㔩	e	50
㔪	㔪	lu	50
㔭	㔭	che	50
㔮	㔮	nuo	50
㔯	㔯	suan	50
㔯	㔯	xuan	50
㔰	㔰	heng	50
㔱	㔱	yu	50
㔳	㔳	gui	50
㔴	㔴	yi	50
㔵	㔵	xuan	50
㔶	㔶	gan	50
㔶	㔶	gong	50
㔷	㔷	lou	50
㔸	㔸	ti	50
㔹	㔹	le	50
㔺	㔺	shi	50
㔼	㔼	sun	50
㔽	㔽	yao	50
㔾	㔾	jie	50
㔿	㔿	zou	50
㕁	㕁	que	50
㕂	㕂	qin	50
㕂	㕂	yin	50
㕃	㕃	xi	50
㕄	㕄	zhi	50
㕅	㕅	jia	50
㕆	㕆	hu	50
㕇	㕇	la	50
㕈	㕈	yi	50
㕉	㕉	ke	50
㕊	㕊	fu	50
㕋	㕋	qin	50
㕌	㕌	ai	50
㕎	㕎	ke	50
㕏	㕏	chu	50
㕐	㕐	xie	50
㕑	㕑	chu	50
㕒	㕒	wei	50
㕕	㕕	huan	50
㕖	㕖	su	50
㕗	㕗	you	50
㕙	㕙	jun	50
㕚	㕚	zhao	50
㕛	㕛	xu	50
㕜	㕜	shi	50
㕞	㕞	shua	50
㕟	㕟	kuai	50
㕟	㕟	kui	50
㕠	㕠	shuang	50
㕡	㕡	huo	50
㕡	㕡	rui	50
㕢	㕢	gai	50
㕢	㕢	hai	50
㕣	㕣	yan	50
㕤	㕤	qiu	50
㕤	㕤	rou	50
㕥	㕥	shen	50
㕦	㕦	hua	50
㕧	㕧	xi	50
㕨	㕨	fan	50
㕩	㕩	pang	50
㕪	㕪	dan	50
㕫	㕫	fang	50
㕬	㕬	song	50
㕬	㕬	zhong	50
㕭	㕭	ao	50
㕮	㕮	fu	50
㕯	㕯	ne	50
㕰	㕰	ma	50
㕰	㕰	xue	50
㕱	㕱	you	50
㕲	㕲	hua	50
㕲	㕲	ying	50
㕴	㕴	chen	50
㕵	㕵	guo	50
㕶	㕶	fu	50
㕷	㕷	huo	50
㕷	㕷	pa	50
㕷	㕷	pia	50
㕸	㕸	li	50
㕹	㕹	fa	50
㕺	㕺	xiao	50
㕻	㕻	pou	50
㕽	㕽	si	50
㖀	㖀	le	50
㖁	㖁	lin	50
㖂	㖂	yi	50
㖃	㖃	hou	50
㖄	㖄	zhou	50
㖅	㖅	xu	50
㖆	㖆	qu	50
㖇	㖇	er	50
㖊	㖊	xun	50
㖏	㖏	nie	50
㖐	㖐	wei	50
㖑	㖑	xie	50
㖒	㖒	ti	50
㖓	㖓	hong	50
㖔	㖔	tun	50
㖕	㖕	nie	50
㖕	㖕	xin	50
㖖	㖖	nie	50
㖗	㖗	yin	50
㖘	㖘	zhen	50
㖞	㖞	wai	50
㖟	㖟	shou	50
㖠	㖠	na	50
㖠	㖠	ne	50
㖠	㖠	nei	50
㖡	㖡	ye	50
㖢	㖢	qi	50
㖣	㖣	tou	50
㖤	㖤	han	50
㖥	㖥	jun	50
㖦	㖦	dong	50
㖧	㖧	hun	50
㖧	㖧	wen	50
㖨	㖨	lu	50
㖩	㖩	ju	50
㖩	㖩	sou	50
㖪	㖪	guo	50
㖪	㖪	huo	50
㖪	㖪	xu	50
㖫	㖫	ling	50
㖭	㖭	tian	50
𪠵	㖮	lun	50
㖵	㖵	ge	50
㖶	㖶	yan	50
㖶	㖶	ye	50
㖶	㖶	yin	50
㖷	㖷	shi	50
㖷	㖷	ti	50
㖸	㖸	ju	50
㖸	㖸	jue	50
㖸	㖸	xue	50
㖹	㖹	pen	50
㖺	㖺	chun	50
㖻	㖻	niu	50
㖻	㖻	rou	50
㖼	㖼	duo	50
㖽	㖽	ze	50
㖾	㖾	e	50
㖿	㖿	ye	50
㗀	㗀	you	50
㗁	㗁	e	50
㗂	㗂	sheng	50
㗃	㗃	hun	50
㗃	㗃	wen	50
㗄	㗄	ku	50
㗅	㗅	hu	50
㗆	㗆	ge	50
㗇	㗇	xia	50
㗈	㗈	man	50
㗉	㗉	e	50
㗉	㗉	lve	50
㗊	㗊	ji	50
㗋	㗋	hou	50
㗌	㗌	zhi	50
㗎	㗎	jia	50
㗏	㗏	wai	50
㗑	㗑	bai	50
㗒	㗒	ai	50
㗓	㗓	zhui	50
㗔	㗔	qian	50
㗕	㗕	gou	50
㗖	㗖	dan	50
㗗	㗗	bei	50
㗘	㗘	bo	50
㗙	㗙	chu	50
㗙	㗙	na	50
㗙	㗙	zhou	50
㗚	㗚	li	50
㗛	㗛	xiao	50
㗜	㗜	xiu	50
㗢	㗢	dong	50
㗢	㗢	hong	50
㗣	㗣	ti	50
㗤	㗤	cu	50
㗥	㗥	guo	50
㗥	㗥	kuo	50
㗦	㗦	lao	50
㗧	㗧	die	50
㗧	㗧	zhi	50
㗨	㗨	ai	50
㗨	㗨	xie	50
㗩	㗩	xi	50
㗫	㗫	qie	50
㗬	㗬	zha	50
㗭	㗭	xi	50
㗰	㗰	cong	50
㗱	㗱	ji	50
𠵾	㗲	huo	50
㗳	㗳	ta	50
㗴	㗴	yan	50
㗵	㗵	xu	50
㗶	㗶	po	50
㗷	㗷	sai	50
㗻	㗻	guo	50
㗼	㗼	ye	50
㗽	㗽	xiang	50
㗾	㗾	xue	50
𪡛	㗿	he	50
𪡛	㗿	xia	50
㘀	㘀	zuo	50
㘁	㘁	yi	50
㘂	㘂	ci	50
㘄	㘄	leng	50
㘅	㘅	xian	50
㘆	㘆	tai	50
㘇	㘇	rong	50
㘈	㘈	ni	50
㘈	㘈	yi	50
𠰱	㘉	jie	50
㘊	㘊	xi	50
㘊	㘊	yi	50
㘋	㘋	xian	50
㘌	㘌	ju	50
㘍	㘍	ji	50
㘎	㘎	han	50
㘐	㘐	pao	50
㘑	㘑	li	50
𪢌	㘓	lan	50
𫬐	㘔	sai	50
㘕	㘕	han	50
㘕	㘕	lan	50
㘖	㘖	yan	50
㘗	㘗	qu	50
㘙	㘙	yan	50
㘎	㘚	han	50
㘛	㘛	kan	50
㘜	㘜	chi	50
㘝	㘝	nie	50
㘞	㘞	huo	50
㘠	㘠	bi	50
㘡	㘡	xia	50
㘢	㘢	weng	50
㘣	㘣	xuan	50
㘤	㘤	wan	50
㘥	㘥	e	50
㘥	㘥	you	50
㘦	㘦	qin	50
㘧	㘧	xu	50
㘨	㘨	nie	50
㘩	㘩	bi	50
㘪	㘪	hao	50
㘫	㘫	jing	50
㘬	㘬	ao	50
㘬	㘬	wu	50
㘭	㘭	ao	50
㘰	㘰	zhen	50
㘱	㘱	tan	50
㘲	㘲	ju	50
㘴	㘴	zuo	50
㘵	㘵	bu	50
㘶	㘶	jie	50
㘷	㘷	ai	50
㘸	㘸	zang	50
㘸	㘸	zuo	50
㘹	㘹	ji	50
㘺	㘺	fa	50
㘿	㘿	nie	50
㙀	㙀	jiu	50
㙀	㙀	liu	50
㙁	㙁	mei	50
㙁	㙁	mu	50
㙂	㙂	dui	50
㙂	㙂	weng	50
㙃	㙃	bang	50
㙄	㙄	bi	50
㙅	㙅	bao	50
㙇	㙇	chu	50
㙈	㙈	xia	50
㙉	㙉	dian	50
㙉	㙉	tian	50
㙊	㙊	chang	50
㙊	㙊	zhang	50
㙍	㙍	duo	50
㙎	㙎	wei	50
㙏	㙏	fu	50
㙐	㙐	duo	50
㙑	㙑	yu	50
㙒	㙒	ye	50
㙓	㙓	kui	50
㙔	㙔	han	50
㙔	㙔	wei	50
㙕	㙕	kuai	50
㙗	㙗	wei	50
㙘	㙘	yao	50
㙙	㙙	long	50
㙚	㙚	xing	50
㙛	㙛	bu	50
㙜	㙜	chi	50
㙝	㙝	xie	50
㙞	㙞	nie	50
